Review Date,Reviewer,Review Rating,Review Title,Review Text,Brand
2022-11-29,Rexanne Sarkisian,1,Gap refused to give me a refund because…,Gap refused to give me a refund because my return was 34 days after delivery. That is a terrible policy at the holidays. I’ll never shop there again.,GAP
2022-11-19,Gabriela Novak,2,Their pricing scheme is a scam,Their pricing scheme is a scam. The same hoodie that was $30 original price in the spring and that I bought for $15 on sale is now listed for $69 and as a major sale for $27.,GAP
2022-11-19,Barb Lutz,1,I recently placed an order still waiting  on 11/1/2022…,I recently placed an order on 11/1/2022 as of today 11/18/2022 I still haven’t received it.  No tracking info since 11/7/2022.  I did receive an email on 11/16/2022 from Gap asking me to write a review on my purchase experience. Since I never received my order I left a review expressing my displeasure with their company.  Funny that the review wasn’t made public on their site. Buyer beware.,GAP
2022-11-11,Kitchen-Koncerts,1,Called customer service reps overseas…,Called customer service reps overseas india cant understand a word they say and they don't know what they are doing. had a return omg,GAP
2022-11-07,Tabitha13,2,Quality has gone downhill,"Quality has gone downhill. I purchased some long sleeved tops and tanks recently. After one wear and one wash, the bottom hems have already started unravelling with long threads hanging from them. Clothing seems flimsier than it used to, although prices have gone up. I used to think GAP was worth it but no longer. Walmart quality.",GAP
2022-11-05,Anitha,1,"do NOT call it ""Support""","the guy asked me like 1000 questions to verify my  identity, while not revelaing his own, and ultimately gave me the response exactly what I can see online. It was a useless support, and waste of time to call them.",GAP
2022-11-03,Zee Yakan,1,bad customer service,"bad customer service , they are located in india , poor knowledge to be able to help .",GAP
2022-11-03,Deirdre,1,There is something seriously wrong with…,"There is something seriously wrong with Gap denim . I have purchased many other items of clothing for my children and myself, usually of good quality .I have 3 pairs of Woman’s jeans with extremely poor craftsmanship . They fell apart .Shocked",GAP
2022-11-03,Anthony Richard,3,The customer service were not helpful…,The customer service were not helpful but they had reasonable prices and nice products,GAP
2022-11-02,Shakara D,1,Very rude and condescending customer service,Very rude and condescending customers service. I spoke to NIkhil who didn’t understand my request and then refused to transfer my call to a manager until I told him I was recording the call. The supervisor then blamed me for their tendency to split the pkgs into 3 shipments for a very small order and then expect the person to be home each day for the delivery. They should have the option to combine pkgs and send them all at once to not inconvenience the customer. However the supervisor explained to me that I just need to set up text alerts. So I advised them that I would write my review online since I couldn’t be heard by the actual company .,GAP
2022-11-01,John Robinson,5,high quality and reasonable prices,high quality and reasonable pricesit`s worth your attention if you are find something beautiful and quality,GAP
2022-10-31,Carrie Smith,1,Horrible racist company!!!,,GAP
2022-10-18,Mary Vorderer,1,Never spending a cent with this company again,I will never purchase another item from this clothing company.  Terrible customer service and return policy. Rude and not helpful in any way.,GAP
2022-10-12,Amber Niemi,1,Never received my order,"I ordered a pair of pants online through Gap Factory for my son. I received an email stating that the pants were being processed for a return, which I never requested a return because I needed the pants. I called the customer service phone number. I was told that they gave the pants to another customer who also ordered them and processed a return for the ones I ordered. I never wanted to return the pants. The Gap will never get my business again.",GAP
2022-10-07,Katherine,1,WT*F Gap.,"As a lifelong Gap shopper, I'm super disappointed to be writing this review. I purchased two dresses online to choose one for an upcoming wedding. They arrived on separate days. The Gap has changed its return policy to 30 days FROM the SHIP DATE! One of the dresses took 15 days to arrive, and I shipped it back to the GAP within 48 hours. It also took another 15 days to get to their warehouse - using the return label that they generated for me. They refused to take it back and shipped it back to me with a note that said they received it after their 30-day window. Considering 30 days was *literally* spent shipping, I am now stuck with a $100 dress that does not fit me right. I reached out to customer service, and they gave me 20% off my next purchase. This was during the pandemic when everything was being delayed with shipping - and my family and I had COVID when it arrived, so I could NOT actually return it to the store. (It seems like during this time of such upheaval, you'd be considerate of your customers - and at least offer store credit if you are going to change your return policy so drastically.) Long story short - I cut all my credit cards up and have boycotted them all together.",GAP
2022-09-21,Angel,1,"GAP, Zero consideration for your customers","I live 5 hours from the city so I do my shopping online. I placed an order on 9/17 to receive by 9/20. Received an email today (9/21) that my order was out of stock and my order was canceled. Called customer service and was told by Lisa they didn't know why it was canceled that it was in stock. She was going to re-place my order with 20% off and overnight it to me. Perfect. Except we lost connection while I was on hold. I made contact with customer service a 2nd time, he (don't know how to spell his name) read the notes and was going to do the same. Again, lost connection. 3rd attempt I was on the phone with (Grace) customer service for 40 minutes while she attempted to understand and place my order. I was finally put through to a Lead (Erin) who did not know why my order was canceled and told me that I could reorder but would not be able to receive it before the 28th. Not good enough Gap. I placed the order on the 17th because I needed it for a wedding I'm attending on the 25th. Why was my order canceled? Why is it impossible to stay connected to your service team? Why can't they return a call or contact after a chat is disconnected? You've left me with no time to order elsewhere. Zero consideration for your customers.",GAP
2022-09-09,barry young,5,fast shipping and good exchange policy,fast shipping and good exchange policy.  Ordered some shirts and pants at a discount for my kids got them within a couple days.  One of the sizes were off so we had them exchanged with no issues.,GAP
2022-08-31,Heather Fuscellaro,1,Horrible online experience,Horrible online experience.  Lied about delivery of time sensitive orders from Gap and Old Navy. Will NEVER order or buy from them again.  Better to go buy it yourself.  Causes much more chaos to depend on GAP to do their job.,GAP
2022-08-31,Sammy,3,Bought several clothes from them across…,Bought several clothes from them across different years (online and in person). The cargo pants I bought from them started to fade after few washes...(yes I I followed the washing instruction. ) I guess you get what you paid for.,GAP
2022-08-23,Kevin Doyle,4,to be honestly I`m not satisfied with…,to be honestly I`m not satisfied with my experience in your store especially your customer service ;(but I like your clothes and the quality,GAP
2022-08-23,Mike C,1,Poor customer service,I had a gap gift card was £49.99 balance which I lost and I found it a couple of weeks ago. I wrote to Gap Customer service to explain the situation and they wrote back saying that the card had expired 3 1/2 years ago and for that reason they will not refund my money or credit me.  I expect better from a big company like Gap and I never realise how much they value their customers. Thanks Gap.,GAP
2022-08-21,Kirti Sivakoti,1,They don’t show the right numbers,"When I was checking out it said 53$, free delivery and then it added delivery charges and charged me like 63$ without me authorizing it.",GAP
2022-08-08,Miller S.,2,Buyer beware if you're ordering online from Gap.com …,"I placed an online order with Gap.com for a white jeans jacket on July 20, 2022. Received an unrelated item from them on July 23. On July 27, I called to return it and get what I had ordered. They received the return on July 28 and 10 days later they have not issued a refund. I spoke with customer service today and was told it may take until August 16 to process the refund. That means that they would have had my money for 27 days ... totally unacceptable! I noticed others have had the same issue with getting their refund. Gap is making more $$ off of delayed refunds than selling clothes.",GAP
2022-07-22,Celina Glitta,1,"Nightmare, trying to get refund","If you are wronged by this company and they are not giving you a refund, please contact the FTC and file a consumer complaint. Also, contact the BBB. Maybe even the AG in your state, Delaware (where Gap is incorporated), and California (where I believe the headquarters are). What they are doing to customers is not right at all. I used a prepaid label they sent me to return a YZY Gap item. They received the item like two weeks ago as per tracking and I still do not have a refund. Customer service are useless. Even a lead was not helpful. Then a few days ago an offshore agent said my issue would be escalated and somebody would call me back. They never did. I have been shopping online for years now and never ever has a refund taken this long. I expect to be refunded the full $156.19. They are scammers and hope that people will not check their bank statements so they can just keep the money.My throat even hurts from talking with their agents nonstop and trying to explain myself and having to phonetically spell out my name and order number. This is awful. Worst service ever. I will NEVER shop with them again. This is worst than ordering stuff from companies abroad.",GAP
2022-07-22,lala ,1,worst customer service in the U.S.,"I ordered 2 dress online and received my order not only late but both dress still have the store plastic security tags attached!!! I spent hours trying to remove it and hurt myself so I contact customer service and request a printed return label to send to so I can return it. They refuse and said company policy do not send out printed return label to customer. I already told them the nearest store to me will be hours for driving so I need to return it by mail but I don't have a printer to print, they still refuse to send me the return label and demand me to drive hours to the store to have the plastic security tags remove from store. They are using overseas CS for online chat so they do not care how their customer felt and they don't care about return customer.",GAP
2022-07-21,William K.,4,I've always loved this store & their…,"I've always loved this store & their products. They have very good quality clothing for all ages. My mom would buy stuff for us every year when I was little. I have great memories opening Gap gift boxes with my brother around the Christmas tree & fireplace. Their prices aren't low, but they're worth it because they'll last long time due to the great quality. And you can always take advantage of sales/deals via email sign up.",GAP
2022-07-02,Jackie Crago,1,Women's sweat pants and other types of…,Women's sweat pants and other types of pants have very narrow legs! They are not cut for American women! If you wear a large the leg width needs to be cut larger as well!!,GAP
2022-06-29,Jennifer Schwartz Paugh,1,Beware of their 30 day return policy,Beware of their 30 day return policy. I thought I was returning within time but they go by THEIR shipped out date. Not the date you actually receive the item. I was 4 days past their 30 day window so they returned the item to me. I choose Target and Amazon now over this. They have great return policies-convenient and no questions asked most times. Gap just said sorry they disappointed me and now I’m stuck with $70 jeans that don’t fit. Ugh!,GAP
2022-06-28,Isabel,1,Suddenly super shady,"Suddenly super shady? I have been shopping at Gap since I was little. Now they are doing some seriously weird fraudulent things when shopping/returning online. I sent in a return a month ago, it was received in like 15 days ago and I have not gotten a refund. When I tried to contact customer service, I was told to keep waiting. When I asked to speak with someone who may be able to have some flexibility, I was put on hold for over an hour before I hung up. I ended up having to file a dispute with my credit card company.",GAP
2022-06-21,Luke,1,Worst customer service,Worst customer service.  I had a few orders different over time that was missing items... the most recent is a chambray dress. I received several packages as the order was split (worst idea). I kept looking thinking my item would arrive... two days ago I sat at my computer and went back online - checked my order to see if I had really placed the order or it was shipped separately. Gap is showing the item shipped but I never received the item in the package. I called. They said they were out of stock. I however need to contact my credit card company and dispute the missing item. I found that very distasteful and fraud. My credit card company had nothing to do with the order. Gap got paid for something they never delivered. Gap stores too. Unhelpful associates and management. Never going back.,GAP
2022-06-20,Dear Mr Chakarski,1,Disappointed,"Disappointed. They have sent me a pair of toddler sneakers where the two shoes were of different sizes. I sent them back and more than a week later, I am still waiting for at least, a confirmation email that they have received the sneakers. The contact email address they have put on the order email doesn’t appear to exist anymore, as well. I have never had more trouble for £13!!",GAP
2022-11-11,Tatiana Charko,5,Gap Canada online shopping review,"I bought baby clothes on Gap Canada website, it took a week for the shipment to be prepared but the customer service agents online reassured me that it will be delivered as sheduled on time and it was delivered on time even a day earlier. I was concern after reading the bad reviews about Gap online shopping but I had a good experience.",GAP
2022-06-02,Dorottya,1,"Terrible website, return is impossible","I have ordered a jeans, size too big.I have asked a return, they send me a return label to post at local post office via Dhl.The return label does not work, son return is impossible.I have tried to send several mails to Customer service, the mails have failed to deliver because the recipients mailbox is full!!😂They send me a mail, without helping in return, only to ask for a phone number of a post office....Terrible service,  very poor quality of items,in 2022 ! DO NOT BUY AT GAP,DON’T waste your money.",GAP
2022-06-01,K N,1,Placed an order 13 days ago and not shipped!,I placed an order 13 days ago and it STILL just says preparing shipment.  I have been waiting and checking my order every day.   How does it take 13 days to prepare an order? A small order… only 2 things.  Stuff coming from China is faster than this.  Maybe they canceled it? I have gotten no updates from them so hopefully not.  I shall never order from here again. I would understand if it was still just in transport but it’s still not even packed! Ridiculous😑,GAP
2022-05-24,Lawrence,5,Great reps and clothing,Bought a few new clothes for the summer - has a really good deal on their shorts and t-shirts. Will be going back this weekend to get a few more things. Great sales reps!,GAP
2022-05-09,Customer,1,ONE BIG SCAM,"ONE BIG SCAM. DO NOT RECOMMEND ONLINE SHOPPING. POOR QUALITY OF THE CLOTHES. COTTON T-SHIRTS ARE SO THIN IT BARELY COVERS THE BODY. ISSUES WITH RETURN AND REFUND. No information about posting the parcel, arrives one day as a surprise. Online customer service chat is always offline. No confirmation about the returned parcel. I have to keep asking where is my refund and they have no information on the system, told me to keep waiting.",GAP
2022-05-08,khushbu parakh,1,Poor customer service no refund in 3…,Poor customer service no refund in 3 weeks.,GAP
2022-04-30,Anonymous,1,Waste of time,Treated me like trash for an hour after sending me a damaged product and me wanted a refund. They hung up on me 3 times and didn't seem to care at all. Never buying from here again. Still don't have my money back either.,GAP
2022-04-23,Molly Whitebear,1,Online Store Is NOT The Same As Regular GAP Stores!,"GAP is NOT what it used to be! The jacket I got was not even close to what was pictured online. After doing a bit of research, I found out that this online ""GAP"" is not the same as the regular stores. It took forever to get my refund. I definitely will NOT be ordering from that site again!",GAP
2022-04-02,Laelanie Art Gallery,5,Nice clothing!,,GAP
2022-04-01,therex,1,Buyer beware-Men's Cargo pants on sale…,Buyer beware-Men's Cargo pants on sale are not so great-had a pair of the mens cargo pants tear on 3 pockets after wearing 2 times-only had them 2 weeks-then the other pair tore in several spots after 3 weeks was on chat online with GAP for over an hour to get a replacement & all they would offer was 20% off a pair of $59.99 cargo pants-never agan-I don't do business with places like that esp who waste my time!!Filed acomplaint with the BBB online & GAP still tried to get me to delete comments as well as pay $29.99 plus shipping! No deal! Stuck with 2 pants no good now-never again shopping there-poor customer service!,GAP
2022-03-11,Scott Wodehouse,2,Quality almost completely gone,Quality almost completely goneI remember this being a staple 20+ years ago. Now it's an embarrassment,GAP
2022-02-13,Oksana Boyko,5,Many years buying stuff from gap,Many years buying stuff from gap. Love it! Great quality. Nice things. Excellent products.,GAP
2022-02-07,ann,1,I would give the Gap website a negative…,I would give the Gap website a negative ten if I could. There are far too many smart capable techy people on this planet. Hire one of them or shutdown your pathetic website. I think I attempted to change the location of the store I wanted twenty times!,GAP
2022-01-30,John,1,Ordered 3 hoodies from YZY gap (childs…,"Ordered 3 hoodies from YZY gap (childs small, childs large, adult large). I received 2 childs L and 1 childs xs. Contacted customer service and they said out of all 3 order numbers not one was valid. How does that happen? Never again.",GAP
2022-01-20,Sarah Poloni,1,It’s terrible,"It’s terrible. For years, I am shopping online on gap/banana/old navy, and it was great, never any problem. Last 2 months, company is going downhill, no email confirmation, not even a email saying they got the order. They split your order , and don’t let you know what items were shipped, and when. It’s a disaster now. Unfortunately lost one more costumer. Bye.",GAP
2022-01-18,Safiyyah scott,1,No refunds,"I ordered 3 jackets and a hat on Nov. 29, 2021. I received that order on Dec. 4, 2021. One of the jackets I ordered was missing out of the package and there was a pair of joggers I didn’t order inside instead. I contacted gap customer service and was suppose to be emailed a return label and a discount code for my next purchase and I was told I would receive my refund in 3-5 business days. That email never showed up so I had to call back and explain that whole situation again! This time I was sent a return label and the discount code, that I tried to use to reorder the same jacket but it did not work. Also, on this call the customer service rep said it would be 10 business days for my refund. I mailed off the item that was sent accidentally, not my fault, it was their mistake. I waited the allotted time and still no refund. I waited a couple of days, called again and now I was being told 15 business days and they have record of the mistaken item being received at their dock on Dec. 16, 2021. Now I’m getting frustrated. I then called again after the winter break in January 2022 and this time I’m being told 20 business days plus an additional 3-5 business days for my refund to hit my account. Now it’s January 18, 2022 and I still have not received my refund. I have never dealt with this kind of issue with gap. They have outsourced their customer service and it has went down hill tremendously! If you check their reviews and complaints on BBB, you will see so many people having the same issue when it comes to refunds from Gap inc.",GAP
2022-01-14,Janet,5,Shocked by the Negative Reviews!,"Very shocked by all the negative reviews! I've purchased from GAP, Athleta, Banana Republic and Old Navy for years with no problems. Just two months ago, I made a huge order between all 4 brands and returned a lot of stuff to back. All the returns were accepted in a reasonable amount of time and I got refunds for every package.I find the quality of clothes from all the brands to be pretty sufficient for the prices being charged. I mostly love Athleta's style.Lastly, I recommend staying away from buying the YZY collab hoodie. While I've always enjoyed purchasing from GAP and the other brands, fast shipping, fast returns and never had problems, I can't say the same for their YZY merchandise. I ordered the hoodie for someone and it took 2 months to arrive. The quality was like Walmart quality, not very creative, the back of the hoodie was plain, it was $10 shipping, fit way too small, and lastly, if you try to return it to a GAP store, they won't take it. Apparently, it's shipped by a third-party merchant who prints the hoodies, not GAP. That would explain the poor quality and why a $90 hoodie cos $10 to ship when GAP normally gives free shipping after $50. If you try to return it online, you basically go through a headache trying to hound for an answer since the package comes with no invoice or any return labels.Overall, I've had pretty good experiences with GAP (and other brands) so that's why I gave them a 5-star. They could mess up here and there but they never gave me major problems.",GAP
2021-12-30,Becky Prescott,1,I bought a sweater in Destin in…,"I bought a sweater in Destin in November 2021 for a Christmas present. We exchanged gifts on December 22nd. She put the sweater on that same day and that night sent me a picture where it had a huge hole in it. I had my receipt saved.  I phoned customer service and was told the only way to get a refund was to drive 2 1/2 hours to the nearest store to exchange it. Apparently, the quality was crap. I use to like their items, however, I will NEVER purchase from them again!!",GAP
2021-12-19,imthejeanne,1,GAP used to be trusted,"GAP used to be trusted, but now they want to be HOMO's, so no more shopping at the GAP!!!",GAP
2021-12-07,Santiago Prosper,1,I'm so angry someone better contact me,"I'm so angry some onen better contact me and give me my two items. These people from GAP I payed for 2 jacket yeezy on june i went on my life receive an email saying thanks for your purchase it will arrive in november, I called on december to see what is happening, Guess what? ""we try to withdraw the money from your account without telling you, we didnt find any fonds so it was cancel"" so I asked where is the email of cancelation? she didnt know? so I asked in that same email that said thank you for your purchase it couldnt have said "" by the way we will be charging the card in november, heads up"" why is there service so mediocre? what happen to GAP? will someone with basic managering skill and common sense ever arrive before nothing is left. If I do get the opportunity to purchase my jackets for sure I will take the comment down but I won't buy ever again in this store until someone tells me the managers or someone is doing something to fix this Kiosk like service. apologies to the kiosk",GAP
2021-12-05,Miss gaillard,3,Hit and Miss,"I placed an order a while ago and was pleased with my purchase. The quality was high, and I liked the fit. Delivery was quick, taking about 4 days (as promised on the website). As sale prices were still applied, I placed another order soon after that - for the same item - and delivery has taken much too long with too few updates. Honesty about a package's status would improve the experience, as would more detail about the process. How an order can be 'pending shipment' for over a week is honestly beyond me.",GAP
2021-12-03,بثينه ناصر,1,My order was canceled,"My order was canceled, i don’t know why, and my money was not refunded",GAP
2021-11-25,Joey,1,Over priced,I was very disappointed in my gap order the clothing was cheaply made and very overpriced!!!,GAP
2021-11-24,Upset Customer,1,AVOID AT ALL COSTS! You may not get your order!,"I ordered a few hundred dollars worth of merchandise and Gap/OLDNAVY split the order up: 1 shipment with 14 items, 1 shipment with 1 item (a shirt). LASERSHIP is their preferred free shipping service. Almost immediately it showed shipment 1 as 'DAMAGED and UNDELIVERABLE, contact the shipper'. I contacted LASERSHIP many times with no reply and couldn't speak to a live person. They sent two standard canned responses but never followed up. GAP/OLD NAVY customer service would NOT give me a refund nor make good on the order by sending a replacement order. They said I would have to wait until the listed shipping date passed before they would give a refund. Never mind that not one person could tell me what happened to my package. Most of my experience with normal trusted shippers, not these lowest rated shippers in the USA called LASERSHIP, involved them always delivering a package even with damage. What exactly happened to a box of clothes that made it so damaged it couldn't be delivered? Destroyed in a fire? Water damage? Theft? Who knows?! GAP/OLDNAVY didn't care, only sent an email to LASERSHIP with no followup to me as promised! So me a customer left in the dark, money left on 'hold'. OR did GAP/OLDNAVY damage the package??!! WHO KNOWS??!! LASERSHIP amazingly did get the one shirt delivered on time!! WOW!!!! Imagine them doing their jobs! The bulk of the order, the other package deemed 'DAMAGED & UNDELIVERABLE' was sent back to the GAP by LASERSHIP and never to me. I called and got the refund after the shipping date passed and I didn't receive anything, although it took a few days to process. RUN from the GAP, OLDNAVY, BANANA REPUBLIC!!! If you do order from them, don't use their FREE SHIPPING if it's only with LASERSHIP! Use UPS or FEDEX IF they offer it! I will never shop at these stores again! Thanks for nothing and over 50 years of being a customer!! You are the worst retailers I know of in 2021!",GAP
2021-11-18,Disgruntled Customer,1,Would have given zero stars but it…,"Would have given zero stars but it won’t let me. They cancel my order, “allegedly” concerned about fraud. In order to get item, would have had to jump through various hoops. When l expressed my frustration, no swearing, no attacking the cos rep, merely stating was was angry & frustrated, l was told to “calm down.” How would they respond to someone screaming & swearing. I was just trying to get back my $5.00 coupon, then it hit me. It is not worth it. Done with the gap. Can’t get anyone to wait on you in their stores, l don’t look hip enough, get treated like a Karen trying to explain your frustration over the problem THEY CREATED.",GAP
2021-11-17,Ardavan Alizadeh,1,worse customer service ever,worse customer service everCharged me twice,GAP
2021-11-15,customer Karen,1,The worst place to purchase anything,The worst place to purchase anything. I have been waiting four weeks for my refund of damaged merchandise only to be told sorry. They will expedite it. I should have in another 5 days. Buyer beware.,GAP
2021-11-14,Jeff Bair,1,I just saw your new commercial on…,I just saw your new commercial on television I understand this day and age of expressing one's sexuality the way he or she prefers to do so but you have two guys kissing on television in front of my children my household will never ever patronize a Gap store again ever,GAP
2021-11-10,Khalyiah Bell,5,I’ve had a really good experience…,I’ve had a really good experience shopping with GAP online. All of my clothes fit true to size. I’ve shopped here over 10 times and never once have I been satisfied with my Clothes the material is wonderful!,GAP
2021-11-08,Myro,1,Bad customer service,Recently pre-ordered the yeezy bubble jacket in June and the company took my money for the product. The item was finally shipped out in November and Recently before that I received some from products from gap a few weeks ago.  But this item didn't make it too me ups transferred it to usps and gap had the mailing address wrong from my billing address so it was returned to sender after making it all the way her to my city. I contacted gap them and ask them to resend it back out customer service hung up twice and then third time said they would just refund me my money and when product is available to reorder but the product was a limited edition and sold out. They still ignored me saying that and just issued a refund and gave me a 20 percent discount. So after holding my money for 6 months I still didn't receive the product and they didn't care to make sure I got it as well. Very upset about how they handled things and maybe one day something will be done.,GAP
2021-10-26,Eni T.,1,If I could give a 0 I would put it,"If I could give a 0 I would put it, worse customer service ever it’s been almost a month I purchased and returned it the same day as it came and still haven’t got my refund. Called the customer service and what one tells you one day the other one tells you different very disappointed ☹️",GAP
2021-10-20,Bruce,2,I recently purchased a small Kids…,"I recently purchased a small Kids Recycled Wool Peacoat for my 10-year-old daughter and was disappointed by how paper thin the garment was considering I shelled out $86, including shipping. When I received an email from the Gap inviting me to write a review, I clicked on the link, but all it did was prompt me to purchase other items without any guidance whatsoever on how to post a review. It's no wonder. Their average is barely 2 stars! As a single dad with sole financial responsibility for my kiddos, every dollar I earn must be spent wisely. This is a big disappointment. The hard part is my daughter likes the coat, even though I doubt it'll keep her very warm. My suggestion is to bypass the Gap in favor of one of its competitors.",GAP
2021-10-12,PN,1,Gap customer service,"Today I had to talk and ask some questions regarding my recent order transaction issue and I called them. A lady opened the phone and she was programmed to not to understand what I was saying. I am an international speaker, so I can get that she may not understand at the first time. However, she made me repeated the same thing at least three times and she interrupted me several times while I spoke. So I could not explain my problem. After that I felt that it was very humiliating because I don't think my sentences were hard to understand. I told her I am trying to explain what happened if she lets me. Then, she suddenly complained that I was the one who was not being polite. It was so bad because she made me feel bad about the incidence, she was so reluctant to solve the problem and at the end I said that ok I understand what's going on and she hanged up the phone in a rude way. I haven't seen this type of handling at the other brands' customer services. I hope Gap hires more professional people to their customer service.",GAP
2021-10-01,Judy,4,I recently shopped at the gap,"I recently shopped at the gap. The staff were kind and there were a lot of discounted items. The prices were very reasonable. For my taste, they don't have many items that I would consider pretty, but when I need basic clothes, I go to the gap.",GAP
2021-09-22,Alice Swafford,1,Can’t Believe the Gap photographs,I purchased what I thought were high quality hoodies. The Gap photos deceived me. The color is off and the garments are floppy.,GAP
2021-09-12,Ricky Harewood,2,Missed delivery.,Missed delivery.Really annoyed. delivery didn't turn up.,GAP
2021-09-11,Shakila Razack,5,Been a Gap Customer since  they first…,"Been a Gap Customer since  they first opened up a store in NYC in the early 80’s ❣️Loyal to the Gap family :- Old Navy in Avon commons,. Athleta, Gap, Banana Republic, in Westlake Crocker Park is also a favorite haunt . The ladies @ these stores are absolutely fabulous and go over & beyond for their customers ♥️ Thank you Natasha from Athleta .com sales for helping me place an order , can’t wait for my items ❣️🙏🏻🤞 You are definitely not a Lulu Lemon 🍋 🤦‍♀️🍋Ommmm & Namaste , U most definitely put me in my Zen Zone 🙏🏻🧘‍♂️🙏🏻",GAP
2021-08-18,Mss,1,Totally sketchy delivery,"The Gap is now using the Lasership company for package delivery, I have complained to Gap to no avail but want to let people know how this goes. The Lasership company uses local delivery people who drive their own personal cars with no signage or marking that this is a delivery company, the cars creep around the neighborhood looking for the right house and then a random person gets out with no name tag or credential badge on and tosses the package onto the porch. This has happened multiple times and I have observed this in person. The latest situation happened yesterday and led me to plead with the Gap to re examine who they use as a shipping vendor. A white mini van creeped on my house then parked at the end of my driveway and a little boy approx 9 or 10 years old got out of the van holding a gap package and proceeded to walk up the driveway. I thought perhaps my package had been delivered to the wrong house and he was just bringing it by, when I asked him he said no, my mom drives me around and I run the packages to the house. This is just awful. Hmmmm the Gap prides itself on doing the right thing for women and children and the environment and under developed countries but this is the worst, child labor! I have tried complaining to the Gap and was offered a 10% discount code for my troubles. I refused that because I don't want to be pacified, I want to know they are going to fix this!!! Do better Lasership and do better Gap!!!",GAP
2021-08-03,Marc mendoza,1,BE CAREFUL WITH MARKDOWNS - ALL IS NOT AS IT SEEMS,"Bought a T-shirt marked $29.95 from the Sale stock at the Encinitas store that was supposed to have an extra 40% off. They put it through at full price until challenged - that's their job, surely they should be able to do it without the customer having to make sure there's no overcharge?Secondly, the $29.95 orange sticker T-shirt, when we peeled back the sticker, was originally $17.95. So, GAP are marking up to make back down, if they remember to reduce it as they say they will. No wonder the stores are in financial trouble. Apart from one more visit to return the fraudulently priced item, that'll be the last time we go there.",GAP
2021-07-25,Yunique Simpson-Davis,2,Shipping practices suck,"Used to be known for high quality fashion. Ordered hundreds of dollars worth of school clothes for my granddaughter, broken into 3 orders... sent by 3 different carriers (1 I’ve never even heard of) and that ONE doesn’t ship to PO Boxes but the others do. So nowww I have to go looking for this place if I want my package!",GAP
2021-07-22,Mary,1,Can not return in store if bought at Gap.com,"I ordered 2 pairs of jeans on line, they were not true to the size and way to big. I looked on the site and it said I could return to the store or online. I was going to a town 76 miles away and decided to save the hassle of mailing and waiting 30 plus days and just return in store as their policy states you can. Well, this store refused to do a refund because the Lady stated ""we don't sell ""long"" jeans and we do not do returns for Gap.com"". She recommended I drive another 30 plus miles to another Gap store to see if maybe they could do the return. I am just mailing it back and hoping that the amount they show on their return is not the amount they refund or else I am losing money there too. I paid more than they say I did and I have my printed email to prove it.",GAP
2021-07-19,DCF Aerials,1,Unbelivably bad,"Unbelivably badNINE people spoke to in three calls and 2 attempts for them to get the order right - I eventually gave up tryingToo tired to explain the nightmare - th website is full of bugs - ignores shipping address updates and repeat calls result in no resolution of a simple orderOH and their"" rate your experience after the call"" doesnt work either - NO WONDER THIS BUSINESS IS CLOSING ITS STORES AS IT SLOWLY COLLAPSES",GAP
2021-07-06,M F,1,I won’t ever buy from babyGap again or…,"I won’t ever buy from babyGap again or the gap stores or any of their subsidiaries. Their customer service is horrible,they route you to a South American country ( as the rep who answered told me) which would be fine if we could communicate but the only language I speak is English so I am unable to communicate with their customer service reps. The person could not understand anything that I was saying, my order was being shipped to the wrong address and after 10 frustrating minutes that he repeated something that he made up in his head because he couldn’t understand my English, we accomplished nothing. When I kept reading the confirmation number of my order with the letter G for Girl and repeated that many times he kept saying D for dog that was just five minutes of frustration there let alone each and every word that I said he could not understand it and would repeat something completely different . When I told him my order is going to the wrong address and I just placed the order today and I needed it to go to the correct address he repeated so you want to know what date your order is arriving ?He told me that I’m calling a South American country for customer service and then eventually hung up. Although he was polite and with every sentence I said ,he said thank you for that information and repeated thank you for that information many times, with whatever information I gave him he repeated a different sentence .When I placed this order it inadvertently is being sent to me as opposed to the gift recipient and I placed this order today. I repeated numerous times that I placed this order online today as one order he kept repeating I went to a store and I placed one order there and the other order online. I have no idea what he’s even talking about . I could not resolve having this order going to the proper address so now I need to get the order &wrap it and re-ship it to the gift recipient. The whole point of me ordering baby items from baby gap was in order to have it shipped directly to the recipient. Their customer service is horrible and to no fault of the person who does not understand English but unless I spoke another language I definitely could not resolve this problem. Obviously the Gap has their customer service overseas to save money but having properly trained customer service reps who could understand the caller should be of utmost importance.",GAP
2021-07-03,Michelle Freeman,1,LIED to by GAP,I ordered an item and waited for 3 1/2 weeks to see if it was shipped.  It took Gap 9 days to create a table and for another 8 days the package sat in the warehouse.I called customer service; they cancelled the order and reissued the order for the same item and PROMISED they would NOT use LASERship a second time for the reshipping.  Got an email today saying they are reshipping via LASERship.So the service was virtually non-existent the first time I ordered the item and the promise was not honored.  Obviously GAP is incompetent and lies to their customers.  I will NEVER shop with them again. Hope you boycott them as well.,GAP
2021-06-30,Stephanie Hymes,1,"Customer service, not so much","I called gap.com several times today, only to be transferred several times and still not have them issue me the gap card discount that I always receive as a card member!!! I have no idea why they couldn’t and wouldn’t honor it?! But, I do know they don’t understand the concept of good customer service, lost a sale and possibly a customer.",GAP
2021-06-26,Mo,1,"Cheap clothing, too much plastic packaging","Cheap clothing, lots of wasteful plastic packaging.",GAP
